10,0.79727,0.0263732
11,0.822365,0.0141706
12,0.81844,0.0195184
13,0.82683,0.0262136
14,0.83692,0.0202463
15,0.83904,0.0160274
16,0.84088,0.0102872
17,0.848055,0.0160536
18,0.84503,0.0164103
19,0.85625,0.0155222
20,0.857875,0.0124693
21,0.852675,0.0192443
22,0.861605,0.0153891
23,0.85556,0.015719
24,0.867845,0.0164334
25,0.864385,0.0140916
26,0.87178,0.0146503
27,0.874685,0.0141828
28,0.87397,0.0103169
29,0.87653,0.00775623
30,0.878055,0.0157929
31,0.87724,0.0126484
32,0.880275,0.0118711
33,0.882855,0.0136766
34,0.88716,0.0149042
35,0.87976,0.0110608
36,0.888615,0.00885335
37,0.889765,0.00991185
38,0.889645,0.0132956
39,0.89848,0.0101828
40,0.891085,0.0106077
41,0.8924,0.0108277
42,0.897605,0.0124605
43,0.901165,0.0131013
44,0.90697,0.0100209
45,0.89695,0.0122759
46,0.905565,0.010101
47,0.90158,0.0123897
48,0.90195,0.011009
49,0.902165,0.0101643
50,0.90434,0.0109162
51,0.903725,0.0120882
52,0.909875,0.0115102
53,0.906705,0.00954165
54,0.911825,0.0132351
55,0.91035,0.0138881
56,0.91005,0.0124096
57,0.916935,0.0107334
58,0.914055,0.0129791
59,0.918765,0.013449
60,0.917995,0.00895433
61,0.920175,0.011957
62,0.925345,0.0100812
63,0.9236,0.0140727
64,0.927925,0.0148389
65,0.92016,0.0155104
66,0.9268,0.0110345
67,0.926445,0.0181566
68,0.928115,0.00987658
69,0.927335,0.0151591
70,0.925525,0.013171
71,0.92978,0.0117963
72,0.93388,0.0129671
73,0.934155,0.0115947
74,0.93689,0.0108226
75,0.93854,0.0138805
76,0.93457,0.0128029
77,0.932665,0.0122881
78,0.936745,0.0135575
79,0.943115,0.0109132
80,0.94161,0.0136238
81,0.944215,0.0121669
82,0.93814,0.0091291
83,0.942015,0.0129514
84,0.94512,0.016223
85,0.93846,0.0186501
86,0.94751,0.0137768
87,0.945785,0.010523
88,0.94783,0.0139029
89,0.94581,0.0142634
90,0.943645,0.0120047
91,0.94455,0.0185822
92,0.93776,0.0207649
93,0.94256,0.0201407
94,0.950965,0.0209897
95,0.947115,0.0228731
96,0.95428,0.0273803
97,0.93942,0.0324046
98,0.942855,0.0350635
99,0.955545,0.0379967
